Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Operating Margin,Sales Method,Month,Year,Day,Season,Correct Total Sales,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,51,621,0.42,Online,June,2021,9,Summer,1479,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,38,47,822,0.46,Online,June,2021,9,Summer,1786,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,51,91,2506,0.54,Online,June,2021,9,Summer,4641,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Street Footwear,48,160,3763,0.49,Online,July,2021,8,Summer,7680,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,44,84,1589,0.43,Online,July,2021,8,Summer,3696,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,37,59,873,0.4,Online,July,2021,8,Summer,2183,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,53,866,0.43,Online,July,2021,8,Summer,2014,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,49,60,1352,0.46,Online,July,2021,8,Summer,2940,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,54,98,2858,0.54,Online,July,2021,8,Summer,5292,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Street Footwear,46,147,3313,0.49,Online,August,2021,9,Summer,6762,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,42,90,1512,0.4,Online,August,2021,9,Summer,3780,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,37,63,956,0.41,Online,August,2021,9,Summer,2331,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,52,810,0.41,Online,August,2021,9,Summer,1976,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,46,44,931,0.46,Online,August,2021,9,Summer,2024,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,54,95,2719,0.53,Online,August,2021,9,Summer,5130,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Street Footwear,36,133,2394,0.5,Online,September,2021,10,Autumn,4788,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34,72,1053,0.43,Online,September,2021,10,Autumn,2448,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,27,51,606,0.44,Online,September,2021,10,Autumn,1377,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,28,44,505,0.41,Online,September,2021,10,Autumn,1232,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,36,42,741,0.49,Online,September,2021,10,Autumn,1512,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,44,63,1525,0.55,Online,September,2021,10,Autumn,2772,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Street Footwear,49,116,2671,0.47,Online,October,2021,9,Autumn,5684,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36,73,1077,0.41,Online,October,2021,9,Autumn,2628,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,39,39,669,0.44,Online,October,2021,9,Autumn,1521,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,33,502,0.4,Online,October,2021,9,Autumn,1254,,,,,,,
Sports Direct,Midwest,North Dakota,Fargo,Men's Apparel,45,34,719,0.47,Online,October,2021,9,Autumn,1530,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42,72,1452,0.48,Online,July,2021,20,Summer,3024,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Street Footwear,37,60,1088,0.49,Online,July,2021,20,Summer,2220,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36,45,761,0.47,Online,July,2021,20,Summer,1620,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Apparel,46,51,1056,0.45,Online,July,2021,20,Summer,2346,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Apparel,54,102,2313,0.42,Online,July,2021,20,Summer,5508,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Street Footwear,48,135,3434,0.53,Online,August,2021,21,Summer,6480,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41,83,1702,0.5,Online,August,2021,21,Summer,3403,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Street Footwear,39,60,1170,0.5,Online,August,2021,21,Summer,2340,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37,44,749,0.46,Online,August,2021,21,Summer,1628,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Apparel,47,38,804,0.45,Online,August,2021,21,Summer,1786,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Apparel,53,81,1846,0.43,Online,August,2021,21,Summer,4293,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Street Footwear,49,128,3199,0.51,Online,September,2021,20,Autumn,6272,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Athletic Footwear,44,63,1247,0.45,Online,September,2021,20,Autumn,2772,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Street Footwear,38,36,684,0.5,Online,September,2021,20,Autumn,1368,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36,25,405,0.45,Online,September,2021,20,Autumn,900,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Apparel,48,30,619,0.43,Online,September,2021,20,Autumn,1440,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Apparel,54,50,1080,0.4,Online,September,2021,20,Autumn,2700,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Street Footwear,52,113,3173,0.54,Online,October,2021,22,Autumn,5876,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Men's Athletic Footwear,48,58,1281,0.46,Online,October,2021,22,Autumn,2784,,,,,,,
Sports Direct,Northeast,Maryland,Baltimore,Women's Street Footwear,49,25,564,0.46,Online,October,2021,22,Autumn,1225,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Apparel,62,68,2234,0.53,Online,October,2021,8,Autumn,4216,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Street Footwear,59,108,3059,0.48,Online,November,2021,7,Autumn,6372,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Athletic Footwear,46,80,1803,0.49,Online,November,2021,7,Autumn,3680,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Street Footwear,48,68,1665,0.51,Online,November,2021,7,Autumn,3264,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Athletic Footwear,49,65,1752,0.55,Online,November,2021,7,Autumn,3185,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Apparel,55,59,1428,0.44,Online,November,2021,7,Autumn,3245,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Apparel,59,91,2846,0.53,Online,November,2021,7,Autumn,5369,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Street Footwear,55,149,3934,0.48,Online,December,2021,6,Winter,8195,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Athletic Footwear,49,105,2470,0.48,Online,December,2021,6,Winter,5145,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Street Footwear,49,91,2230,0.5,Online,December,2021,6,Winter,4459,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Athletic Footwear,47,83,1990,0.51,Online,December,2021,6,Winter,3901,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Apparel,55,83,2054,0.45,Online,December,2021,6,Winter,4565,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Apparel,59,101,3218,0.54,Online,December,2021,6,Winter,5959,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Street Footwear,38,125,2423,0.51,Online,January,2021,7,Winter,4750,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Athletic Footwear,37,87,1674,0.52,Online,January,2021,7,Winter,3219,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Street Footwear,28,90,1008,0.4,Online,January,2021,7,Winter,2520,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Athletic Footwear,33,42,610,0.44,Online,January,2021,7,Winter,1386,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Apparel,49,60,1205,0.41,Online,January,2021,7,Winter,2940,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Apparel,37,81,1499,0.5,Online,January,2021,7,Winter,2997,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Street Footwear,39,149,2906,0.5,Online,February,2021,5,Winter,5811,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Men's Athletic Footwear,37,54,999,0.5,Online,February,2021,5,Winter,1998,,,,,,,
Sports Direct,Northeast,New Jersey,Newark,Women's Street Footwear,29,65,848,0.45,Online,February,2021,5,Winter,1885,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,34,479,0.44,Online,February,2021,5,Winter,1088,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,49,60,1294,0.44,Online,February,2021,5,Winter,2940,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,39,84,1474,0.45,Online,February,2021,5,Winter,3276,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,39,130,2535,0.5,Online,March,2021,3,Spring,5070,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,56,1149,0.54,Online,March,2021,3,Spring,2128,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,29,68,887,0.45,Online,March,2021,3,Spring,1972,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,30,403,0.42,Online,March,2021,3,Spring,960,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,48,39,749,0.4,Online,March,2021,3,Spring,1872,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,38,73,1359,0.49,Online,March,2021,3,Spring,2774,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,36,150,2700,0.5,Online,April,2021,4,Spring,5400,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,58,1212,0.55,Online,April,2021,4,Spring,2204,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,29,56,698,0.43,Online,April,2021,4,Spring,1624,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,38,547,0.45,Online,April,2021,4,Spring,1216,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,46,35,725,0.45,Online,April,2021,4,Spring,1610,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,36,69,1242,0.5,Online,April,2021,4,Spring,2484,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,54,142,3911,0.51,Online,May,2021,3,Spring,7668,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,73,1857,0.53,Online,May,2021,3,Spring,3504,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,43,74,1273,0.4,Online,May,2021,3,Spring,3182,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,44,63,1137,0.41,Online,May,2021,3,Spring,2772,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,50,70,1540,0.44,Online,May,2021,3,Spring,3500,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,55,113,3045,0.49,Online,May,2021,3,Spring,6215,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,50,175,4813,0.55,Online,June,2021,5,Summer,8750,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,94,2256,0.5,Online,June,2021,5,Summer,4512,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,42,87,1644,0.45,Online,June,2021,5,Summer,3654,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,42,80,1411,0.42,Online,June,2021,5,Summer,3360,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,53,74,1726,0.44,Online,June,2021,5,Summer,3922,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,56,123,3375,0.49,Online,June,2021,5,Summer,6888,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,54,189,5511,0.54,Online,July,2021,3,Summer,10206,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,112,2849,0.53,Online,July,2021,3,Summer,5376,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,44,81,1568,0.44,Online,July,2021,3,Summer,3564,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,42,80,1478,0.44,Online,July,2021,3,Summer,3360,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,53,81,1889,0.44,Online,July,2021,3,Summer,4293,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,56,143,3844,0.48,Online,July,2021,3,Summer,8008,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,51,163,4572,0.55,Online,August,2021,4,Summer,8313,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,108,2851,0.55,Online,August,2021,4,Summer,5184,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,41,85,1464,0.42,Online,August,2021,4,Summer,3485,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,41,68,1143,0.41,Online,August,2021,4,Summer,2788,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,51,52,1167,0.44,Online,August,2021,4,Summer,2652,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,55,105,2888,0.5,Online,August,2021,4,Summer,5775,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,52,125,3510,0.54,Online,September,2021,3,Autumn,6500,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,47,75,1833,0.52,Online,September,2021,3,Autumn,3525,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,41,60,1082,0.44,Online,September,2021,3,Autumn,2460,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,41,46,849,0.45,Online,September,2021,3,Autumn,1886,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,50,51,1071,0.42,Online,September,2021,3,Autumn,2550,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Apparel,54,83,2196,0.49,Online,September,2021,3,Autumn,4482,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,59,113,3667,0.55,Online,October,2021,5,Autumn,6667,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52,72,1872,0.5,Online,October,2021,5,Autumn,3744,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,53,49,1117,0.43,Online,October,2021,5,Autumn,2597,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Women's Athletic Footwear,50,38,760,0.4,Online,October,2021,5,Autumn,1900,,,,,,,
Sports Direct,Northeast,Connecticut,Hartford,Men's Apparel,64,42,1129,0.42,Online,October,2021,5,Autumn,2688,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Apparel,64,58,1893,0.51,Online,October,2021,8,Autumn,3712,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Street Footwear,55,95,2560,0.49,Online,November,2021,7,Autumn,5225,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46,63,1304,0.45,Online,November,2021,7,Autumn,2898,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,48,64,1659,0.54,Online,November,2021,7,Autumn,3072,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48,58,1531,0.55,Online,November,2021,7,Autumn,2784,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Apparel,58,44,1123,0.44,Online,November,2021,7,Autumn,2552,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Apparel,60,77,2402,0.52,Online,November,2021,7,Autumn,4620,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Street Footwear,54,135,3645,0.5,Online,December,2021,6,Winter,7290,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,78,1685,0.48,Online,December,2021,6,Winter,3510,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,47,74,1774,0.51,Online,December,2021,6,Winter,3478,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Athletic Footwear,48,65,1560,0.5,Online,December,2021,6,Winter,3120,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Apparel,56,68,1637,0.43,Online,December,2021,6,Winter,3808,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Apparel,60,85,2805,0.55,Online,December,2021,6,Winter,5100,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Street Footwear,38,126,2059,0.43,Online,January,2021,17,Winter,4788,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38,68,1137,0.44,Online,January,2021,17,Winter,2584,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,27,73,710,0.36,Online,January,2021,17,Winter,1971,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Athletic Footwear,34,26,336,0.38,Online,January,2021,17,Winter,884,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Apparel,48,41,768,0.39,Online,January,2021,17,Winter,1968,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Apparel,38,70,1091,0.41,Online,January,2021,17,Winter,2660,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Street Footwear,36,140,2066,0.41,Online,February,2021,15,Winter,5040,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Men's Athletic Footwear,38,41,654,0.42,Online,February,2021,15,Winter,1558,,,,,,,
Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,29,60,661,0.38,Online,February,2021,15,Winter,1740,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,68,827,0.38,Online,February,2021,15,Winter,2176,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,48,41,748,0.38,Online,February,2021,15,Winter,1968,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,38,75,1254,0.44,Online,February,2021,15,Winter,2850,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,38,127,2123,0.44,Online,March,2021,13,Spring,4826,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,38,47,804,0.45,Online,March,2021,13,Spring,1786,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,28,50,546,0.39,Online,March,2021,13,Spring,1400,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34,87,1065,0.36,Online,March,2021,13,Spring,2958,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,46,29,520,0.39,Online,March,2021,13,Spring,1334,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,39,54,863,0.41,Online,March,2021,13,Spring,2106,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,38,117,2001,0.45,Online,April,2021,14,Spring,4446,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37,45,733,0.44,Online,April,2021,14,Spring,1665,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,29,41,416,0.35,Online,April,2021,14,Spring,1189,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,35,437,0.39,Online,April,2021,14,Spring,1120,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,49,33,614,0.38,Online,April,2021,14,Spring,1617,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,39,83,1424,0.44,Online,April,2021,14,Spring,3237,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,53,129,2940,0.43,Online,May,2021,13,Spring,6837,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,54,1091,0.43,Online,May,2021,13,Spring,2538,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,41,56,918,0.4,Online,May,2021,13,Spring,2296,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44,47,807,0.39,Online,May,2021,13,Spring,2068,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,50,54,1026,0.38,Online,May,2021,13,Spring,2700,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,55,88,1984,0.41,Online,May,2021,13,Spring,4840,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,51,155,3320,0.42,Online,June,2021,15,Summer,7905,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,94,1856,0.42,Online,June,2021,15,Summer,4418,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,42,68,1028,0.36,Online,June,2021,15,Summer,2856,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,41,65,933,0.35,Online,June,2021,15,Summer,2665,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,51,59,1143,0.38,Online,June,2021,15,Summer,3009,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,54,101,2182,0.4,Online,June,2021,15,Summer,5454,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,52,150,3276,0.42,Online,July,2021,13,Summer,7800,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49,105,2212,0.43,Online,July,2021,13,Summer,5145,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,41,77,1168,0.37,Online,July,2021,13,Summer,3157,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44,56,887,0.36,Online,July,2021,13,Summer,2464,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,53,68,1406,0.39,Online,July,2021,13,Summer,3604,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,55,128,2957,0.42,Online,July,2021,13,Summer,7040,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,50,161,3542,0.44,Online,August,2021,14,Summer,8050,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,88,1696,0.41,Online,August,2021,14,Summer,4136,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,42,69,1014,0.35,Online,August,2021,14,Summer,2898,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42,51,771,0.36,Online,August,2021,14,Summer,2142,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,50,44,814,0.37,Online,August,2021,14,Summer,2200,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,58,91,2375,0.45,Online,August,2021,14,Summer,5278,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,53,135,3005,0.42,Online,September,2021,13,Autumn,7155,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49,63,1235,0.4,Online,September,2021,13,Autumn,3087,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,41,39,592,0.37,Online,September,2021,13,Autumn,1599,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42,36,605,0.4,Online,September,2021,13,Autumn,1512,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,52,34,636,0.36,Online,September,2021,13,Autumn,1768,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Apparel,57,63,1616,0.45,Online,September,2021,13,Autumn,3591,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,57,120,3078,0.45,Online,October,2021,15,Autumn,6840,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53,56,1336,0.45,Online,October,2021,15,Autumn,2968,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Street Footwear,53,34,631,0.35,Online,October,2021,15,Autumn,1802,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,54,27,554,0.38,Online,October,2021,15,Autumn,1458,,,,,,,
Sports Direct,Northeast,Massachusetts,Boston,Men's Apparel,62,27,586,0.35,Online,October,2021,15,Autumn,1674,,,,,,,
Sports Direct,Northeast,New York,New York,Men's Street Footwear,20,270,2106,0.39,Outlet,July,2020,19,Summer,5400,,,,,,,
Sports Direct,Northeast,New York,New York,Men's Athletic Footwear,26,270,2597,0.37,Outlet,July,2020,20,Summer,7020,,,,,,,
Sports Direct,Northeast,New York,New York,Women's Street Footwear,27,238,2506,0.39,Outlet,July,2020,21,Summer,6426,,,,,,,
Sports Direct,Northeast,New York,New York,Women's Athletic Footwear,27,210,2948,0.52,Outlet,July,2020,22,Summer,5670,,,,,,,
Sports Direct,South,Texas,Houston,Men's Apparel,26,176,1556,0.34,Outlet,July,2020,23,Summer,4576,,,,,,,
Sports Direct,South,Texas,Houston,Women's Apparel,25,224,3136,0.56,Outlet,July,2020,24,Summer,5600,,,,,,,
Sports Direct,South,Texas,Houston,Men's Street Footwear,20,255,2091,0.41,Outlet,July,2020,25,Summer,5100,,,,,,,
Sports Direct,South,Texas,Houston,Men's Athletic Footwear,23,289,2792,0.42,Outlet,July,2020,26,Summer,6647,,,,,,,
Sports Direct,South,Texas,Houston,Women's Street Footwear,27,236,2613,0.41,Outlet,July,2020,27,Summer,6372,,,,,,,
Sports Direct,South,Texas,Houston,Women's Athletic Footwear,26,213,2769,0.5,Outlet,July,2020,28,Summer,5538,,,,,,,
Sports Direct,South,Texas,Houston,Men's Apparel,28,160,1478,0.33,Outlet,July,2020,29,Summer,4480,,,,,,,
Sports Direct,South,Texas,Houston,Women's Apparel,26,231,3303,0.55,Outlet,July,2020,30,Summer,6006,,,,,,,
Sports Direct,South,Texas,Houston,Men's Street Footwear,20,306,2570,0.42,Outlet,July,2020,31,Summer,6120,,,,,,,
Sports Direct,South,Texas,Houston,Men's Athletic Footwear,30,263,3077,0.39,Outlet,August,2020,1,Summer,7890,,,,,,,
Sports Direct,South,Texas,Houston,Women's Street Footwear,23,224,2164,0.42,Outlet,August,2020,2,Summer,5152,,,,,,,
